kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(ns),task_stop(ns)
0_21_discriminator/resblock_down_4/res2/conv_0/l2_normalize,kernel AI core task,622,223,"""3.26""","""1618703748052618592""","""1618703748052621852"""
0_21_discriminator/resblock_down_4/res2/conv_0/MatMul_1,kernel AI core task,622,224,"""291.27""","""1618703748052621962""","""1618703748052913232"""
0_21_discriminator/resblock_down_4/res2/conv_0/l2_normalize_1,kernel AI core task,622,225,"""1.66""","""1618703748052913342""","""1618703748052915002"""
0_21_discriminator/resblock_down_4/res2/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,622,226,"""1.43""","""1618703748052915102""","""1618703748052916532"""
0_21_discriminator/resblock_down_4/res2/conv_0/Assign,kernel AI core task,622,227,"""1.1""","""1618703748052916632""","""1618703748052917732"""
0_21_discriminator_1/resblock_down_4/res2/conv_0/Assign,kernel AI core task,622,228,"""1.04""","""1618703748052917832""","""1618703748052918872"""
0_21_discriminator/resblock_down_4/res2/conv_0/truediv,kernel AI core task,622,229,"""13.91""","""1618703748052918982""","""1618703748052932892"""
0_21_discriminator_1/resblock_down_4/res2/conv_0/truediv,kernel AI core task,622,230,"""12.63""","""1618703748052932992""","""1618703748052945622"""
0_21_trans_Cast_2291,kernel AI core task,622,231,"""6.85""","""1618703748052945722""","""1618703748052952572"""
0_21_trans_Cast_2867,kernel AI core task,622,232,"""6.85""","""1618703748052952672""","""1618703748052959522"""
0_21_trans_TransData_2292,kernel AI core task,622,233,"""204.45""","""1618703748052959632""","""1618703748053164082"""
0_21_trans_TransData_2868,kernel AI core task,622,234,"""203.99""","""1618703748053164182""","""1618703748053368172"""
0_21_discriminator/resblock_down_4/res2/conv_0/Conv2D,kernel AI core task,622,235,"""165.04""","""1618703748053368272""","""1618703748053533312"""
0_21_trans_Cast_2293,kernel AI core task,622,236,"""12.09""","""1618703748053533422""","""1618703748053545512"""
0_21_discriminator/resblock_down_4/skip/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,622,237,"""311.08""","""1618703748053545612""","""1618703748053856692"""
0_21_discriminator/resblock_down_4/skip/conv_0/l2_normalize,kernel AI core task,622,238,"""1.9""","""1618703748053856792""","""1618703748053858692"""
0_21_discriminator/resblock_down_4/skip/conv_0/MatMul_1,kernel AI core task,622,239,"""146.12""","""1618703748053858792""","""1618703748054004912"""
0_21_discriminator/resblock_down_4/skip/conv_0/l2_normalize_1,kernel AI core task,622,240,"""1.31""","""1618703748054005012""","""1618703748054006322"""
0_21_discriminator/resblock_down_4/skip/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,622,241,"""1.49""","""1618703748054006432""","""1618703748054007922"""
0_21_discriminator/resblock_down_4/skip/conv_0/Assign,kernel AI core task,622,242,"""1.22""","""1618703748054008032""","""1618703748054009252"""
0_21_discriminator_1/resblock_down_4/skip/conv_0/Assign,kernel AI core task,622,243,"""1.04""","""1618703748054009362""","""1618703748054010402"""
0_21_discriminator/resblock_down_4/skip/conv_0/truediv,kernel AI core task,622,244,"""9.33""","""1618703748054010502""","""1618703748054019832"""
0_21_discriminator_1/resblock_down_4/skip/conv_0/truediv,kernel AI core task,622,245,"""9.37""","""1618703748054019942""","""1618703748054029312"""
0_21_trans_Cast_2249,kernel AI core task,622,246,"""4.68""","""1618703748054029412""","""1618703748054034092"""
0_21_trans_Cast_2825,kernel AI core task,622,247,"""4.59""","""1618703748054034202""","""1618703748054038792"""
0_21_trans_TransData_2250,kernel AI core task,622,248,"""203.94""","""1618703748054038892""","""1618703748054242832"""
0_21_trans_TransData_2826,kernel AI core task,622,249,"""204.13""","""1618703748054242932""","""1618703748054447062"""
0_21_discriminator/resblock_down_4/skip/conv_0/Conv2D,kernel AI core task,622,250,"""90.2""","""1618703748054447162""","""1618703748054537362"""
0_21_trans_Cast_2294,kernel AI core task,622,251,"""10.95""","""1618703748054537462""","""1618703748054548412"""
0_21_discriminator/add_2,kernel AI core task,622,252,"""18.49""","""1618703748054548512""","""1618703748054567002"""
0_21_discriminator/resblock_down_8/res1/batch_norm/FusedBatchNormV3_Reduce,kernel AI core task,622,253,"""13.46""","""1618703748054567102""","""1618703748054580562"""
0_21_trans_Cast_2297,kernel AI core task,622,254,"""10.84""","""1618703748054580662""","""1618703748054591502"""
0_21_discriminator/resblock_down_8/res1/batch_norm/FusedBatchNormV3_Update,kernel AI core task,622,255,"""12.23""","""1618703748054591602""","""1618703748054603832"""
0_21_discriminator/resblock_down_8/res1/Relu,kernel AI core task,622,256,"""13.39""","""1618703748054603932""","""1618703748054617322"""
0_21_trans_Cast_2316,kernel AI core task,622,257,"""10.94""","""1618703748054617422""","""1618703748054628362"""
0_21_discriminator/resblock_down_8/res1/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,622,258,"""726.98""","""1618703748054628462""","""1618703748055355442"""
0_21_discriminator/resblock_down_8/res1/conv_0/l2_normalize,kernel AI core task,622,259,"""2.81""","""1618703748055355542""","""1618703748055358352"""
0_21_discriminator/resblock_down_8/res1/conv_0/MatMul_1,kernel AI core task,622,260,"""342.58""","""1618703748055358462""","""1618703748055701042"""
0_21_discriminator/resblock_down_8/res1/conv_0/l2_normalize_1,kernel AI core task,622,261,"""1.78""","""1618703748055701142""","""1618703748055702922"""
0_21_discriminator/resblock_down_8/res1/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,622,262,"""1.75""","""1618703748055703022""","""1618703748055704772"""
0_21_discriminator/resblock_down_8/res1/conv_0/Assign,kernel AI core task,622,263,"""1.3""","""1618703748055704872""","""1618703748055706172"""
0_21_discriminator_1/resblock_down_8/res1/conv_0/Assign,kernel AI core task,622,264,"""1.06""","""1618703748055706272""","""1618703748055707332"""
0_21_discriminator/resblock_down_8/res1/conv_0/truediv,kernel AI core task,622,265,"""21.2""","""1618703748055707442""","""1618703748055728642"""
0_21_discriminator_1/resblock_down_8/res1/conv_0/truediv,kernel AI core task,622,266,"""21.18""","""1618703748055728742""","""1618703748055749922"""
0_21_trans_Cast_2317,kernel AI core task,622,267,"""9.99""","""1618703748055750022""","""1618703748055760012"""
0_21_trans_Cast_2893,kernel AI core task,622,268,"""9.8""","""1618703748055760122""","""1618703748055769922"""
0_21_trans_TransData_2318,kernel AI core task,622,269,"""424.11""","""1618703748055770022""","""1618703748056194132"""
0_21_trans_TransData_2894,kernel AI core task,622,270,"""423.77""","""1618703748056194232""","""1618703748056618002"""
0_21_discriminator/resblock_down_8/res1/conv_0/Conv2D,kernel AI core task,622,271,"""112.58""","""1618703748056618102""","""1618703748056730682"""
0_21_trans_Cast_2321,kernel AI core task,622,272,"""7.47""","""1618703748056730782""","""1618703748056738252"""
0_21_discriminator/resblock_down_8/res2/batch_norm/FusedBatchNormV3_Reduce,kernel AI core task,622,273,"""13.35""","""1618703748056738352""","""1618703748056751702"""
0_21_discriminator/resblock_down_8/res2/batch_norm/FusedBatchNormV3_Update,kernel AI core task,622,274,"""11.48""","""1618703748056751802""","""1618703748056763282"""
0_21_discriminator/resblock_down_8/res2/Relu,kernel AI core task,622,275,"""8.58""","""1618703748056763382""","""1618703748056771962"""
0_21_trans_Cast_2339,kernel AI core task,622,276,"""6.8""","""1618703748056772062""","""1618703748056778862"""
0_21_discriminator/resblock_down_8/res2/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,622,277,"""1452.78""","""1618703748056778962""","""1618703748058231742"""
0_21_discriminator/resblock_down_8/res2/conv_0/l2_normalize,kernel AI core task,622,278,"""4.38""","""1618703748058231842""","""1618703748058236222"""
0_21_discriminator/resblock_down_8/res2/conv_0/MatMul_1,kernel AI core task,622,279,"""683.42""","""1618703748058236322""","""1618703748058919742"""
0_21_discriminator/resblock_down_8/res2/conv_0/l2_normalize_1,kernel AI core task,622,280,"""1.56""","""1618703748058919852""","""1618703748058921412"""
0_21_discriminator/resblock_down_8/res2/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,622,281,"""1.46""","""1618703748058921512""","""1618703748058922972"""
0_21_discriminator/resblock_down_8/res2/conv_0/Assign,kernel AI core task,622,282,"""1.19""","""1618703748058923082""","""1618703748058924272"""
0_21_discriminator_1/resblock_down_8/res2/conv_0/Assign,kernel AI core task,622,283,"""1.05""","""1618703748058924372""","""1618703748058925422"""
0_21_discriminator/resblock_down_8/res2/conv_0/truediv,kernel AI core task,622,284,"""37.22""","""1618703748058925522""","""1618703748058962742"""
0_21_discriminator_1/resblock_down_8/res2/conv_0/truediv,kernel AI core task,622,285,"""37.6""","""1618703748058962842""","""1618703748059000442"""
0_21_trans_Cast_2340,kernel AI core task,622,286,"""15.51""","""1618703748059000542""","""1618703748059016052"""
0_21_trans_Cast_2916,kernel AI core task,622,287,"""16.16""","""1618703748059016162""","""1618703748059032322"""
0_21_trans_TransData_2341,kernel AI core task,622,288,"""828.93""","""1618703748059032422""","""1618703748059861352"""
0_21_trans_TransData_2917,kernel AI core task,622,289,"""828.28""","""1618703748059861452""","""1618703748060689732"""
0_21_discriminator/resblock_down_8/res2/conv_0/Conv2D,kernel AI core task,622,290,"""211.95""","""1618703748060689842""","""1618703748060901792"""
0_21_trans_Cast_2342,kernel AI core task,622,291,"""9.25""","""1618703748060901892""","""1618703748060911142"""
0_21_discriminator/resblock_down_8/skip/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,622,292,"""723.29""","""1618703748060911252""","""1618703748061634542"""
0_21_discriminator/resblock_down_8/skip/conv_0/l2_normalize,kernel AI core task,622,293,"""2.96""","""1618703748061634642""","""1618703748061637602"""
0_21_discriminator/resblock_down_8/skip/conv_0/MatMul_1,kernel AI core task,622,294,"""343.36""","""1618703748061637702""","""1618703748061981062"""
0_21_discriminator/resblock_down_8/skip/conv_0/l2_normalize_1,kernel AI core task,622,295,"""1.56""","""1618703748061981162""","""1618703748061982722"""
0_21_discriminator/resblock_down_8/skip/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,622,296,"""1.41""","""1618703748061982832""","""1618703748061984242"""
0_21_discriminator/resblock_down_8/skip/conv_0/Assign,kernel AI core task,622,297,"""1.12""","""1618703748061984342""","""1618703748061985462"""
0_21_discriminator_1/resblock_down_8/skip/conv_0/Assign,kernel AI core task,622,298,"""1.14""","""1618703748061985562""","""1618703748061986702"""
0_21_discriminator/resblock_down_8/skip/conv_0/truediv,kernel AI core task,622,299,"""21.26""","""1618703748061986802""","""1618703748062008062"""
0_21_discriminator_1/resblock_down_8/skip/conv_0/truediv,kernel AI core task,622,300,"""21.21""","""1618703748062008162""","""1618703748062029372"""
0_21_trans_Cast_2298,kernel AI core task,622,301,"""10.48""","""1618703748062029472""","""1618703748062039952"""
0_21_trans_Cast_2874,kernel AI core task,622,302,"""10.51""","""1618703748062040052""","""1618703748062050562"""
0_21_trans_TransData_2299,kernel AI core task,622,303,"""424.29""","""1618703748062050662""","""1618703748062474952"""
0_21_trans_TransData_2875,kernel AI core task,622,304,"""423.41""","""1618703748062475052""","""1618703748062898462"""
0_21_discriminator/resblock_down_8/skip/conv_0/Conv2D,kernel AI core task,622,305,"""117.02""","""1618703748062898562""","""1618703748063015582"""
0_21_trans_Cast_2343,kernel AI core task,622,306,"""8.03""","""1618703748063015682""","""1618703748063023712"""
0_21_discriminator/add_3,kernel AI core task,622,307,"""10.41""","""1618703748063023812""","""1618703748063034222"""
0_21_discriminator/resblock_down_16/res1/batch_norm/FusedBatchNormV3_Reduce,kernel AI core task,622,308,"""13.32""","""1618703748063034322""","""1618703748063047642"""
0_21_trans_Cast_2346,kernel AI core task,622,309,"""6.56""","""1618703748063047742""","""1618703748063054302"""
0_21_discriminator/resblock_down_16/res1/batch_norm/FusedBatchNormV3_Update,kernel AI core task,622,310,"""10.86""","""1618703748063054402""","""1618703748063065262"""
0_21_discriminator/resblock_down_16/res1/Relu,kernel AI core task,622,311,"""8.57""","""1618703748063065362""","""1618703748063073932"""
,event record task,622,312,"""0.01""","""1618703748063074032""","""1618703748063074042"""
,event reset task,456,3,"""0.05""","""1618703748063092632""","""1618703748063092682"""
0_21_trans_Cast_2365,kernel AI core task,456,4,"""6.41""","""1618703748063092782""","""1618703748063099192"""
0_21_discriminator/resblock_down_16/res1/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,456,5,"""1909.02""","""1618703748063099292""","""1618703748065008312"""
0_21_discriminator/resblock_down_16/res1/conv_0/l2_normalize,kernel AI core task,456,6,"""4.36""","""1618703748065008422""","""1618703748065012782"""
0_21_discriminator/resblock_down_16/res1/conv_0/MatMul_1,kernel AI core task,456,7,"""1141.92""","""1618703748065012882""","""1618703748066154802"""
0_21_discriminator/resblock_down_16/res1/conv_0/l2_normalize_1,kernel AI core task,456,8,"""2.01""","""1618703748066154902""","""1618703748066156912"""
0_21_discriminator/resblock_down_16/res1/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,456,9,"""1.68""","""1618703748066157012""","""1618703748066158692"""
0_21_discriminator/resblock_down_16/res1/conv_0/Assign,kernel AI core task,456,10,"""1.6""","""1618703748066158792""","""1618703748066160392"""
0_21_discriminator_1/resblock_down_16/res1/conv_0/Assign,kernel AI core task,456,11,"""1.19""","""1618703748066160502""","""1618703748066161692"""
0_21_discriminator/resblock_down_16/res1/conv_0/truediv,kernel AI core task,456,12,"""73.31""","""1618703748066161792""","""1618703748066235102"""
0_21_discriminator_1/resblock_down_16/res1/conv_0/truediv,kernel AI core task,456,13,"""93.49""","""1618703748066235202""","""1618703748066328692"""
0_21_trans_Cast_2366,kernel AI core task,456,14,"""62.21""","""1618703748066328792""","""1618703748066391002"""
0_21_trans_Cast_2942,kernel AI core task,456,15,"""31.94""","""1618703748066391102""","""1618703748066423042"""
0_21_trans_TransData_2367,kernel AI core task,456,16,"""1721.2""","""1618703748066423152""","""1618703748068144352"""
0_21_trans_TransData_2943,kernel AI core task,456,17,"""1720.72""","""1618703748068144452""","""1618703748069865172"""
0_21_discriminator/resblock_down_16/res1/conv_0/Conv2D,kernel AI core task,456,18,"""291.51""","""1618703748069865272""","""1618703748070156782"""
0_21_trans_Cast_2370,kernel AI core task,456,19,"""5.46""","""1618703748070156892""","""1618703748070162352"""
0_21_discriminator/resblock_down_16/res2/batch_norm/FusedBatchNormV3_Reduce,kernel AI core task,456,20,"""13.68""","""1618703748070162462""","""1618703748070176142"""
0_21_discriminator/resblock_down_16/res2/batch_norm/FusedBatchNormV3_Update,kernel AI core task,456,21,"""6.66""","""1618703748070176242""","""1618703748070182902"""
0_21_discriminator/resblock_down_16/res2/Relu,kernel AI core task,456,22,"""5.61""","""1618703748070183002""","""1618703748070188612"""
0_21_trans_Cast_2388,kernel AI core task,456,23,"""5.87""","""1618703748070188722""","""1618703748070194592"""
0_21_discriminator/resblock_down_16/res2/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,456,24,"""3845.7""","""1618703748070194702""","""1618703748074040402"""
0_21_discriminator/resblock_down_16/res2/conv_0/l2_normalize,kernel AI core task,456,25,"""6.75""","""1618703748074040502""","""1618703748074047252"""
0_21_discriminator/resblock_down_16/res2/conv_0/MatMul_1,kernel AI core task,456,26,"""2941.85""","""1618703748074047362""","""1618703748076989212"""
0_21_discriminator/resblock_down_16/res2/conv_0/l2_normalize_1,kernel AI core task,456,27,"""2.02""","""1618703748076989322""","""1618703748076991342"""
0_21_discriminator/resblock_down_16/res2/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,456,28,"""1.66""","""1618703748076991442""","""1618703748076993102"""
0_21_discriminator/resblock_down_16/res2/conv_0/Assign,kernel AI core task,456,29,"""1.48""","""1618703748076993212""","""1618703748076994692"""
0_21_discriminator_1/resblock_down_16/res2/conv_0/Assign,kernel AI core task,456,30,"""1.26""","""1618703748076994792""","""1618703748076996052"""
0_21_discriminator/resblock_down_16/res2/conv_0/truediv,kernel AI core task,456,31,"""155.24""","""1618703748076996152""","""1618703748077151392"""
0_21_discriminator_1/resblock_down_16/res2/conv_0/truediv,kernel AI core task,456,32,"""181.79""","""1618703748077151492""","""1618703748077333282"""
0_21_trans_Cast_2389,kernel AI core task,456,33,"""132.99""","""1618703748077333382""","""1618703748077466372"""
0_21_trans_Cast_2965,kernel AI core task,456,34,"""133.08""","""1618703748077466482""","""1618703748077599562"""
0_21_trans_TransData_2390,kernel AI core task,456,35,"""2567.84""","""1618703748077599662""","""1618703748080167502"""
0_21_trans_TransData_2966,kernel AI core task,456,36,"""2567.18""","""1618703748080167612""","""1618703748082734792"""
0_21_discriminator/resblock_down_16/res2/conv_0/Conv2D,kernel AI core task,456,37,"""675.64""","""1618703748082734892""","""1618703748083410532"""
0_21_trans_Cast_2391,kernel AI core task,456,38,"""5.47""","""1618703748083410632""","""1618703748083416102"""
0_21_discriminator/resblock_down_16/skip/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,456,39,"""1942.27""","""1618703748083416202""","""1618703748085358472"""
0_21_discriminator/resblock_down_16/skip/conv_0/l2_normalize,kernel AI core task,456,40,"""4.33""","""1618703748085358582""","""1618703748085362912"""
0_21_discriminator/resblock_down_16/skip/conv_0/MatMul_1,kernel AI core task,456,41,"""1475.79""","""1618703748085363012""","""1618703748086838802"""
0_21_discriminator/resblock_down_16/skip/conv_0/l2_normalize_1,kernel AI core task,456,42,"""2.23""","""1618703748086838902""","""1618703748086841132"""
0_21_discriminator/resblock_down_16/skip/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,456,43,"""1.83""","""1618703748086841232""","""1618703748086843062"""
0_21_discriminator/resblock_down_16/skip/conv_0/Assign,kernel AI core task,456,44,"""1.18""","""1618703748086843172""","""1618703748086844352"""
0_21_discriminator_1/resblock_down_16/skip/conv_0/Assign,kernel AI core task,456,45,"""1.26""","""1618703748086844452""","""1618703748086845712"""
0_21_discriminator/resblock_down_16/skip/conv_0/truediv,kernel AI core task,456,46,"""82.0""","""1618703748086845812""","""1618703748086927812"""
0_21_discriminator_1/resblock_down_16/skip/conv_0/truediv,kernel AI core task,456,47,"""92.83""","""1618703748086927912""","""1618703748087020742"""
0_21_trans_Cast_2347,kernel AI core task,456,48,"""60.62""","""1618703748087020842""","""1618703748087081462"""
0_21_trans_Cast_2923,kernel AI core task,456,49,"""30.54""","""1618703748087081562""","""1618703748087112102"""
0_21_trans_TransData_2348,kernel AI core task,456,50,"""1721.74""","""1618703748087112202""","""1618703748088833942"""
0_21_trans_TransData_2924,kernel AI core task,456,51,"""1719.79""","""1618703748088834042""","""1618703748090553832"""
0_21_discriminator/resblock_down_16/skip/conv_0/Conv2D,kernel AI core task,456,52,"""294.36""","""1618703748090553942""","""1618703748090848302"""
0_21_trans_Cast_2392,kernel AI core task,456,53,"""5.41""","""1618703748090848412""","""1618703748090853822"""
0_21_discriminator/add_4,kernel AI core task,456,54,"""11.14""","""1618703748090853922""","""1618703748090865062"""
0_21_trans_Cast_2393,kernel AI core task,456,55,"""5.79""","""1618703748090865172""","""1618703748090870962"""
0_21_discriminator/resblock/res1/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,456,56,"""3848.48""","""1618703748090871062""","""1618703748094719542"""
0_21_discriminator/resblock/res1/conv_0/l2_normalize,kernel AI core task,456,57,"""6.67""","""1618703748094719642""","""1618703748094726312"""
0_21_discriminator/resblock/res1/conv_0/MatMul_1,kernel AI core task,456,58,"""2946.19""","""1618703748094726422""","""1618703748097672612"""
0_21_discriminator/resblock/res1/conv_0/l2_normalize_1,kernel AI core task,456,59,"""1.94""","""1618703748097672712""","""1618703748097674652"""
0_21_discriminator/resblock/res1/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,456,60,"""1.64""","""1618703748097674762""","""1618703748097676402"""
0_21_discriminator/resblock/res1/conv_0/Assign,kernel AI core task,456,61,"""1.36""","""1618703748097676502""","""1618703748097677862"""
0_21_discriminator_1/resblock/res1/conv_0/Assign,kernel AI core task,456,62,"""1.26""","""1618703748097677972""","""1618703748097679232"""
0_21_discriminator/resblock/res1/conv_0/truediv,kernel AI core task,456,63,"""152.58""","""1618703748097679332""","""1618703748097831912"""
0_21_discriminator_1/resblock/res1/conv_0/truediv,kernel AI core task,456,64,"""184.82""","""1618703748097832012""","""1618703748098016832"""
0_21_trans_Cast_2394,kernel AI core task,456,65,"""133.48""","""1618703748098016932""","""1618703748098150412"""
0_21_trans_Cast_2970,kernel AI core task,456,66,"""130.21""","""1618703748098150512""","""1618703748098280722"""
0_21_trans_TransData_2395,kernel AI core task,456,67,"""2568.14""","""1618703748098280822""","""1618703748100848962"""
0_21_trans_TransData_2971,kernel AI core task,456,68,"""2568.16""","""1618703748100849072""","""1618703748103417232"""
0_21_discriminator/resblock/res1/conv_0/Conv2D,kernel AI core task,456,69,"""698.04""","""1618703748103417332""","""1618703748104115372"""
0_21_trans_Cast_2398,kernel AI core task,456,70,"""5.46""","""1618703748104115472""","""1618703748104120932"""
0_21_discriminator/resblock/res1/batch_norm/FusedBatchNormV3_Reduce,kernel AI core task,456,71,"""13.43""","""1618703748104121032""","""1618703748104134462"""
0_21_discriminator/resblock/res1/batch_norm/FusedBatchNormV3_Update,kernel AI core task,456,72,"""6.51""","""1618703748104134562""","""1618703748104141072"""
0_21_discriminator/resblock/res1/Relu,kernel AI core task,456,73,"""5.32""","""1618703748104141172""","""1618703748104146492"""
0_21_trans_Cast_2416,kernel AI core task,456,74,"""6.09""","""1618703748104146592""","""1618703748104152682"""
0_21_discriminator/resblock/res2/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,456,75,"""3882.12""","""1618703748104152792""","""1618703748108034912"""
0_21_discriminator/resblock/res2/conv_0/l2_normalize,kernel AI core task,456,76,"""6.74""","""1618703748108035292""","""1618703748108042032"""
0_21_discriminator/resblock/res2/conv_0/MatMul_1,kernel AI core task,456,77,"""2940.97""","""1618703748108042132""","""1618703748110983102"""
0_21_discriminator/resblock/res2/conv_0/l2_normalize_1,kernel AI core task,456,78,"""2.37""","""1618703748110983202""","""1618703748110985572"""
0_21_discriminator/resblock/res2/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,456,79,"""1.8""","""1618703748110985682""","""1618703748110987482"""
0_21_discriminator/resblock/res2/conv_0/Assign,kernel AI core task,456,80,"""1.2""","""1618703748110987592""","""1618703748110988792"""
0_21_discriminator_1/resblock/res2/conv_0/Assign,kernel AI core task,456,81,"""1.2""","""1618703748110988902""","""1618703748110990102"""
0_21_discriminator/resblock/res2/conv_0/truediv,kernel AI core task,456,82,"""168.74""","""1618703748110990202""","""1618703748111158942"""
0_21_discriminator_1/resblock/res2/conv_0/truediv,kernel AI core task,456,83,"""187.39""","""1618703748111159042""","""1618703748111346432"""
0_21_trans_Cast_2417,kernel AI core task,456,84,"""133.51""","""1618703748111346532""","""1618703748111480042"""
0_21_trans_Cast_2993,kernel AI core task,456,85,"""132.72""","""1618703748111480152""","""1618703748111612872"""
0_21_trans_TransData_2418,kernel AI core task,456,86,"""2567.86""","""1618703748111612982""","""1618703748114180842"""
0_21_trans_TransData_2994,kernel AI core task,456,87,"""2565.56""","""1618703748114180942""","""1618703748116746502"""
0_21_discriminator/resblock/res2/conv_0/Conv2D,kernel AI core task,456,88,"""683.25""","""1618703748116746602""","""1618703748117429852"""
0_21_trans_Cast_2421,kernel AI core task,456,89,"""5.55""","""1618703748117429952""","""1618703748117435502"""
0_21_discriminator/resblock/res2/batch_norm/FusedBatchNormV3_Reduce,kernel AI core task,456,90,"""13.84""","""1618703748117435602""","""1618703748117449442"""
0_21_discriminator/resblock/res2/batch_norm/FusedBatchNormV3_UpdateV3,kernel AI core task,456,91,"""14.94""","""1618703748117449552""","""1618703748117464492"""
0_21_discriminator/resblock/res2/batch_norm/AssignMovingAvg/sub_1,kernel AI core task,456,92,"""1.58""","""1618703748117464592""","""1618703748117466172"""
0_21_trans_TransData_2431,kernel AI core task,456,93,"""3.96""","""1618703748117466272""","""1618703748117470232"""
0_21_discriminator/resblock/res2/batch_norm/AssignMovingAvg/mul,kernel AI core task,456,94,"""1.73""","""1618703748117470332""","""1618703748117472062"""
0_21_trans_TransData_2436,kernel AI core task,456,95,"""3.22""","""1618703748117472162""","""1618703748117475382"""
0_21_discriminator/resblock/res2/batch_norm/AssignMovingAvg,kernel AI core task,456,96,"""1.41""","""1618703748117475492""","""1618703748117476902"""
0_21_discriminator/resblock/res2/batch_norm/AssignMovingAvg_1/sub_1,kernel AI core task,456,97,"""1.52""","""1618703748117477002""","""1618703748117478522"""
0_21_trans_TransData_2441,kernel AI core task,456,98,"""3.96""","""1618703748117478622""","""1618703748117482582"""
0_21_discriminator/resblock/res2/batch_norm/AssignMovingAvg_1/mul,kernel AI core task,456,99,"""1.26""","""1618703748117482692""","""1618703748117483952"""
0_21_trans_TransData_2446,kernel AI core task,456,100,"""3.33""","""1618703748117484052""","""1618703748117487382"""
0_21_discriminator/resblock/res2/batch_norm/AssignMovingAvg_1,kernel AI core task,456,101,"""1.3""","""1618703748117487492""","""1618703748117488792"""
,event record task,456,102,"""0.01""","""1618703748117488892""","""1618703748117488902"""
,event reset task,664,3,"""0.05""","""1618703748117507652""","""1618703748117507702"""
,event record task,664,4,"""0.01""","""1618703748117507802""","""1618703748117507812"""
,event record task,664,5,"""0.01""","""1618703748117507912""","""1618703748117507922"""
,event record task,664,6,"""0.01""","""1618703748117508022""","""1618703748117508032"""
0_21_discriminator_1/D_logit/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,456,103,"""358.94""","""1618703748117489002""","""1618703748117847942"""
0_21_discriminator_1/D_logit/l2_normalize,kernel AI core task,456,104,"""2.0""","""1618703748117848052""","""1618703748117850052"""
0_21_discriminator_1/D_logit/MatMul_1,kernel AI core task,456,105,"""2.06""","""1618703748117850152""","""1618703748117852212"""
0_21_discriminator_1/D_logit/l2_normalize_1/Square,kernel AI core task,456,106,"""1.22""","""1618703748117852312""","""1618703748117853532"""
0_21_discriminator_1/D_logit/l2_normalize_1/Maximumdiscriminator_1/D_logit/l2_normalize_1/Rsqrt,kernel AI core task,456,107,"""1.51""","""1618703748117853632""","""1618703748117855142"""
0_21_discriminator_1/D_logit/l2_normalize_1,kernel AI core task,456,108,"""1.21""","""1618703748117855242""","""1618703748117856452"""
0_21_discriminator_1/D_logit/Assign,kernel AI core task,456,109,"""1.5""","""1618703748117856552""","""1618703748117858052"""
0_21_discriminator_1/D_logit/MatMul_3,kernel AI core task,456,110,"""1.54""","""1618703748117858162""","""1618703748117859702"""
0_21_discriminator_1/D_logit/truediv,kernel AI core task,456,111,"""1.54""","""1618703748117859802""","""1618703748117861342"""
0_21_gradients_1/discriminator_1/D_logit/MatMul_4_grad/MatMul,kernel AI core task,456,112,"""2586.51""","""1618703748117861442""","""1618703748120447952"""
0_21_generator/dense/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,456,113,"""105.49""","""1618703748120448062""","""1618703748120553552"""
0_21_generator/dense/l2_normalize,kernel AI core task,456,114,"""1.79""","""1618703748120553662""","""1618703748120555452"""
0_21_generator/dense/MatMul_1,kernel AI core task,456,115,"""29.26""","""1618703748120555552""","""1618703748120584812"""
0_21_generator/dense/l2_normalize_1,kernel AI core task,456,116,"""9.9""","""1618703748120584912""","""1618703748120594812"""
