kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(ns),task_stop(ns)
0_11_gradients/discriminator_1/self_attention/f_conv/truediv_grad/mul,kernel AI core task,519,142,"""1.64""","""1619057110099543306""","""1619057110099544946"""
0_11_trans_Cast_3244,kernel AI core task,519,143,"""2.08""","""1619057110099545046""","""1619057110099547126"""
0_11_gradients/discriminator/self_attention/g_conv/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,519,144,"""1.64""","""1619057110099547226""","""1619057110099548866"""
0_11_gradients/discriminator/resblock_down_1/res2/conv_0/Conv2D_grad/Conv2DBackpropFilter,kernel AI core task,519,145,"""283.2""","""1619057110099548966""","""1619057110099832166"""
0_11_gradients/discriminator/resblock_down_1/res2/conv_0/Conv2D_grad/Conv2DBackpropInput,kernel AI core task,519,146,"""214.35""","""1619057110099832266""","""1619057110100046616"""
0_11_gradients/discriminator/resblock_down_1/skip/conv_0/Conv2D_grad/Conv2DBackpropFilter,kernel AI core task,519,147,"""88.84""","""1619057110100046726""","""1619057110100135566"""
0_11_trans_Cast_3284,kernel AI core task,519,148,"""1.68""","""1619057110100135666""","""1619057110100137346"""
0_11_gradients/discriminator/self_attention/f_conv/truediv_grad/Sum_1,kernel AI core task,519,149,"""1.86""","""1619057110100137446""","""1619057110100139306"""
0_11_gradients/discriminator_1/self_attention/g_conv/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,519,150,"""1.29""","""1619057110100139416""","""1619057110100140706"""
0_11_gradients/discriminator_1/resblock_down_1/res2/conv_0/Conv2D_grad/Conv2DBackpropFilter,kernel AI core task,519,151,"""283.62""","""1619057110100140806""","""1619057110100424426"""
0_11_gradients/discriminator_1/resblock_down_1/res2/conv_0/Conv2D_grad/Conv2DBackpropInput,kernel AI core task,519,152,"""217.62""","""1619057110100424526""","""1619057110100642146"""
0_11_gradients/discriminator_1/resblock_down_1/skip/conv_0/Conv2D_grad/Conv2DBackpropFilter,kernel AI core task,519,153,"""91.06""","""1619057110100642256""","""1619057110100733316"""
0_11_trans_Cast_3292,kernel AI core task,519,154,"""1.43""","""1619057110100733416""","""1619057110100734846"""
0_11_gradients/discriminator_1/self_attention/f_conv/truediv_grad/Sum_1,kernel AI core task,519,155,"""1.86""","""1619057110100734946""","""1619057110100736806"""
0_11_Adam/update_discriminator/self_attention/h_conv/kernel/ApplyAdam,kernel AI core task,519,156,"""4.53""","""1619057110100736916""","""1619057110100741446"""
0_11_gradients/discriminator/self_attention/g_conv/MatMul_2_grad/MatMul_1gradients/AddN_92,kernel AI core task,519,157,"""1.88""","""1619057110100741546""","""1619057110100743426"""
0_11_trans_TransData_2659,kernel AI core task,519,158,"""306.17""","""1619057110100743526""","""1619057110101049696"""
0_11_trans_TransData_2660,kernel AI core task,519,159,"""27.13""","""1619057110101049796""","""1619057110101076926"""
0_11_trans_TransData_3285,kernel AI core task,519,160,"""3.58""","""1619057110101077036""","""1619057110101080616"""
0_11_trans_Cast_3258,kernel AI core task,519,161,"""1.38""","""1619057110101080726""","""1619057110101082106"""
0_11_gradients/discriminator_1/self_attention/g_conv/MatMul_2_grad/MatMul_1gradients/AddN_93,kernel AI core task,519,162,"""1.74""","""1619057110101082206""","""1619057110101083946"""
0_11_trans_TransData_2663,kernel AI core task,519,163,"""306.86""","""1619057110101084056""","""1619057110101390916"""
0_11_trans_TransData_2664,kernel AI core task,519,164,"""27.95""","""1619057110101391016""","""1619057110101418966"""
0_11_trans_TransData_3293,kernel AI core task,519,165,"""3.19""","""1619057110101419076""","""1619057110101422266"""
0_11_trans_Cast_3264,kernel AI core task,519,166,"""1.09""","""1619057110101422376""","""1619057110101423466"""
0_11_trans_TransData_3299,kernel AI core task,519,167,"""3.97""","""1619057110101423566""","""1619057110101427536"""
0_11_gradients/discriminator/resblock_down_1/res2/conv_0/Pad_grad/Slice_1,kernel AI core task,519,168,"""101.81""","""1619057110101427636""","""1619057110101529446"""
0_11_gradients/discriminator/resblock_down_1/res2/conv_0/truediv_grad/RealDiv,kernel AI core task,519,169,"""4.83""","""1619057110101529546""","""1619057110101534376"""
0_11_gradients/discriminator/resblock_down_1/res2/conv_0/truediv_grad/mul,kernel AI core task,519,170,"""4.43""","""1619057110101534476""","""1619057110101538906"""
0_11_gradients/discriminator/resblock_down_1/skip/conv_0/truediv_grad/RealDiv,kernel AI core task,519,171,"""2.16""","""1619057110101539006""","""1619057110101541166"""
0_11_gradients/discriminator/resblock_down_1/skip/conv_0/truediv_grad/mul,kernel AI core task,519,172,"""2.01""","""1619057110101541276""","""1619057110101543286"""
0_11_trans_TransData_3259,kernel AI core task,519,173,"""1.3""","""1619057110101543386""","""1619057110101544686"""
0_11_trans_TransData_3301,kernel AI core task,519,174,"""3.78""","""1619057110101544786""","""1619057110101548566"""
0_11_gradients/discriminator_1/resblock_down_1/res2/conv_0/Pad_grad/Slice_1,kernel AI core task,519,175,"""108.18""","""1619057110101548666""","""1619057110101656846"""
0_11_gradients/discriminator_1/resblock_down_1/res2/conv_0/truediv_grad/RealDiv,kernel AI core task,519,176,"""4.86""","""1619057110101656946""","""1619057110101661806"""
0_11_gradients/discriminator_1/resblock_down_1/res2/conv_0/truediv_grad/mul,kernel AI core task,519,177,"""4.57""","""1619057110101661916""","""1619057110101666486"""
0_11_gradients/discriminator_1/resblock_down_1/skip/conv_0/truediv_grad/RealDiv,kernel AI core task,519,178,"""1.9""","""1619057110101666596""","""1619057110101668496"""
0_11_gradients/discriminator_1/resblock_down_1/skip/conv_0/truediv_grad/mul,kernel AI core task,519,179,"""2.06""","""1619057110101668606""","""1619057110101670666"""
0_11_trans_TransData_3265,kernel AI core task,519,180,"""1.37""","""1619057110101670766""","""1619057110101672136"""
0_11_gradients/discriminator/resblock_down_1/res2/Relu_grad/ReluGrad,kernel AI core task,519,181,"""111.17""","""1619057110101672236""","""1619057110101783406"""
0_11_trans_Cast_3041,kernel AI core task,519,182,"""4.61""","""1619057110101783506""","""1619057110101788116"""
0_11_gradients/discriminator/resblock_down_1/res2/conv_0/truediv_grad/Sum_1,kernel AI core task,519,183,"""4.56""","""1619057110101788226""","""1619057110101792786"""
0_11_trans_Cast_3045,kernel AI core task,519,184,"""1.94""","""1619057110101792886""","""1619057110101794826"""
0_11_gradients/discriminator/resblock_down_1/skip/conv_0/truediv_grad/Sum_1,kernel AI core task,519,185,"""2.51""","""1619057110101794936""","""1619057110101797446"""
0_11_gradients/discriminator/self_attention/f_conv/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,519,186,"""1.52""","""1619057110101797546""","""1619057110101799066"""
0_11_gradients/AddN_96,kernel AI core task,519,187,"""1.69""","""1619057110101799166""","""1619057110101800856"""
0_11_gradients/discriminator_1/resblock_down_1/res2/Relu_grad/ReluGrad,kernel AI core task,519,188,"""110.17""","""1619057110101800956""","""1619057110101911126"""
0_11_trans_Cast_3123,kernel AI core task,519,189,"""4.22""","""1619057110101911226""","""1619057110101915446"""
0_11_gradients/discriminator_1/resblock_down_1/res2/conv_0/truediv_grad/Sum_1,kernel AI core task,519,190,"""4.6""","""1619057110101915546""","""1619057110101920146"""
0_11_trans_Cast_3127,kernel AI core task,519,191,"""1.64""","""1619057110101920256""","""1619057110101921896"""
0_11_gradients/discriminator_1/resblock_down_1/skip/conv_0/truediv_grad/Sum_1,kernel AI core task,519,192,"""2.4""","""1619057110101922006""","""1619057110101924406"""
0_11_gradients/discriminator_1/self_attention/f_conv/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,519,193,"""1.38""","""1619057110101924506""","""1619057110101925886"""
0_11_gradients/discriminator/resblock_down_1/res2/batch_norm/FusedBatchNormV3_grad/FusedBatchNormGradV3_Update,kernel AI core task,519,194,"""129.25""","""1619057110101925996""","""1619057110102055246"""
0_11_trans_TransData_3042,kernel AI core task,519,195,"""4.36""","""1619057110102055346""","""1619057110102059706"""
0_11_trans_Cast_2798,kernel AI core task,519,196,"""1.25""","""1619057110102059806""","""1619057110102061056"""
0_11_trans_TransData_3046,kernel AI core task,519,197,"""1.52""","""1619057110102061156""","""1619057110102062676"""
0_11_trans_Cast_2801,kernel AI core task,519,198,"""1.09""","""1619057110102062786""","""1619057110102063876"""
0_11_gradients/discriminator/self_attention/f_conv/MatMul_2_grad/MatMul_1gradients/AddN_95,kernel AI core task,519,199,"""1.89""","""1619057110102063986""","""1619057110102065876"""
0_11_trans_Cast_3303,kernel AI core task,519,200,"""1.83""","""1619057110102065986""","""1619057110102067816"""
0_11_gradients/discriminator_1/resblock_down_1/res2/batch_norm/FusedBatchNormV3_grad/FusedBatchNormGradV3_Update,kernel AI core task,519,201,"""124.65""","""1619057110102067926""","""1619057110102192576"""
0_11_trans_TransData_3124,kernel AI core task,519,202,"""3.67""","""1619057110102192676""","""1619057110102196346"""
0_11_trans_Cast_2859,kernel AI core task,519,203,"""1.2""","""1619057110102196446""","""1619057110102197646"""
0_11_trans_TransData_3128,kernel AI core task,519,204,"""1.36""","""1619057110102197746""","""1619057110102199106"""
0_11_trans_Cast_2862,kernel AI core task,519,205,"""1.06""","""1619057110102199216""","""1619057110102200276"""
0_11_gradients/discriminator_1/self_attention/f_conv/MatMul_2_grad/MatMul_1gradients/AddN_97,kernel AI core task,519,206,"""1.69""","""1619057110102200386""","""1619057110102202076"""
0_11_gradients/discriminator/resblock_down_1/res2/batch_norm/FusedBatchNormV3_grad/FusedBatchNormGradV3_Reduce,kernel AI core task,519,207,"""148.11""","""1619057110102202176""","""1619057110102350286"""
0_11_trans_TransData_2799,kernel AI core task,519,208,"""1.39""","""1619057110102350396""","""1619057110102351786"""
0_11_trans_TransData_2802,kernel AI core task,519,209,"""1.31""","""1619057110102351886""","""1619057110102353196"""
0_11_trans_TransData_3298,kernel AI core task,519,210,"""3.89""","""1619057110102353296""","""1619057110102357186"""
0_11_Adam/update_discriminator/self_attention/g_conv/kernel/ApplyAdam,kernel AI core task,519,211,"""3.47""","""1619057110102357286""","""1619057110102360756"""
0_11_gradients/AddN_83,kernel AI core task,519,212,"""1.67""","""1619057110102360856""","""1619057110102362526"""
0_11_gradients/AddN_84,kernel AI core task,519,213,"""1.21""","""1619057110102362626""","""1619057110102363836"""
0_11_gradients/discriminator_1/resblock_down_1/res2/batch_norm/FusedBatchNormV3_grad/FusedBatchNormGradV3_Reduce,kernel AI core task,519,214,"""151.41""","""1619057110102363936""","""1619057110102515346"""
0_11_trans_TransData_2860,kernel AI core task,519,215,"""1.52""","""1619057110102515446""","""1619057110102516966"""
0_11_trans_TransData_2863,kernel AI core task,519,216,"""1.35""","""1619057110102517066""","""1619057110102518416"""
0_11_trans_TransData_3300,kernel AI core task,519,217,"""3.9""","""1619057110102518516""","""1619057110102522416"""
0_11_gradients/discriminator/resblock_down_1/res1/conv_0/Conv2D_grad/Conv2DBackpropFilter,kernel AI core task,519,218,"""84.12""","""1619057110102522516""","""1619057110102606636"""
0_11_gradients/discriminator/resblock_down_1/res1/conv_0/Conv2D_grad/Conv2DBackpropInputgradients/discriminator/resblock_down_1/res1/Relu_grad/ReluGrad,kernel AI core task,519,219,"""416.59""","""1619057110102606736""","""1619057110103023326"""
0_11_gradients/discriminator/resblock_down_1/res2/conv_0/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,519,220,"""2.17""","""1619057110103023426""","""1619057110103025596"""
0_11_gradients/discriminator/resblock_down_1/skip/conv_0/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,519,221,"""1.57""","""1619057110103025696""","""1619057110103027266"""
0_11_Adam/update_discriminator/resblock_down_1/res2/batch_norm/gamma/ApplyAdam,kernel AI core task,519,222,"""2.88""","""1619057110103027366""","""1619057110103030246"""
0_11_Adam/update_discriminator/resblock_down_1/res2/batch_norm/beta/ApplyAdam,kernel AI core task,519,223,"""2.72""","""1619057110103030356""","""1619057110103033076"""
0_11_gradients/discriminator_1/resblock_down_1/res1/conv_0/Conv2D_grad/Conv2DBackpropFilter,kernel AI core task,519,224,"""83.64""","""1619057110103033176""","""1619057110103116816"""
0_11_gradients/discriminator_1/resblock_down_1/res1/conv_0/Conv2D_grad/Conv2DBackpropInputgradients/discriminator_1/resblock_down_1/res1/Relu_grad/ReluGrad,kernel AI core task,519,225,"""420.97""","""1619057110103116916""","""1619057110103537886"""
0_11_gradients/discriminator_1/resblock_down_1/res2/conv_0/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,519,226,"""1.68""","""1619057110103537986""","""1619057110103539666"""
0_11_gradients/discriminator_1/resblock_down_1/skip/conv_0/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,519,227,"""1.75""","""1619057110103539766""","""1619057110103541516"""
0_11_gradients/AddN_98,kernel AI core task,519,228,"""1.82""","""1619057110103541626""","""1619057110103543446"""
0_11_trans_TransData_2718,kernel AI core task,519,229,"""27.68""","""1619057110103543546""","""1619057110103571226"""
0_11_gradients/discriminator/resblock_down_1/res1/batch_norm/FusedBatchNormV3_grad/FusedBatchNormGradV3_Update,kernel AI core task,519,230,"""95.1""","""1619057110103571326""","""1619057110103666426"""
0_11_gradients/discriminator/resblock_down_1/res2/conv_0/MatMul_2_grad/MatMul_1gradients/AddN_99,kernel AI core task,519,231,"""4.0""","""1619057110103666526""","""1619057110103670526"""
0_11_gradients/discriminator/resblock_down_1/skip/conv_0/MatMul_2_grad/MatMul_1gradients/AddN_100,kernel AI core task,519,232,"""2.38""","""1619057110103670626""","""1619057110103673006"""
0_11_trans_TransData_2723,kernel AI core task,519,233,"""27.1""","""1619057110103673106""","""1619057110103700206"""
0_11_gradients/discriminator_1/resblock_down_1/res1/batch_norm/FusedBatchNormV3_grad/FusedBatchNormGradV3_Update,kernel AI core task,519,234,"""97.02""","""1619057110103700306""","""1619057110103797326"""
0_11_gradients/discriminator_1/resblock_down_1/res2/conv_0/MatMul_2_grad/MatMul_1gradients/AddN_101,kernel AI core task,519,235,"""3.96""","""1619057110103797426""","""1619057110103801386"""
0_11_gradients/discriminator_1/resblock_down_1/skip/conv_0/MatMul_2_grad/MatMul_1gradients/AddN_102,kernel AI core task,519,236,"""2.14""","""1619057110103801496""","""1619057110103803636"""
0_11_trans_Cast_3302,kernel AI core task,519,237,"""1.47""","""1619057110103803736""","""1619057110103805206"""
0_11_gradients/discriminator/resblock_down_1/res1/conv_0/truediv_grad/RealDiv,kernel AI core task,519,238,"""1.97""","""1619057110103805306""","""1619057110103807276"""
0_11_gradients/discriminator/resblock_down_1/res1/conv_0/truediv_grad/mul,kernel AI core task,519,239,"""2.01""","""1619057110103807386""","""1619057110103809396"""
0_11_trans_TransData_3188,kernel AI core task,519,240,"""4.62""","""1619057110103809496""","""1619057110103814116"""
0_11_trans_TransData_3189,kernel AI core task,519,241,"""2.18""","""1619057110103814216""","""1619057110103816396"""
0_11_gradients/discriminator_1/resblock_down_1/res1/conv_0/truediv_grad/RealDiv,kernel AI core task,519,242,"""1.65""","""1619057110103816506""","""1619057110103818156"""
0_11_gradients/discriminator_1/resblock_down_1/res1/conv_0/truediv_grad/mul,kernel AI core task,519,243,"""1.6""","""1619057110103818256""","""1619057110103819856"""
0_11_gradients/AddN_85,kernel AI core task,519,244,"""1.42""","""1619057110103819966""","""1619057110103821386"""
0_11_gradients/AddN_86,kernel AI core task,519,245,"""1.15""","""1619057110103821486""","""1619057110103822636"""
0_11_trans_TransData_3213,kernel AI core task,519,246,"""4.27""","""1619057110103822736""","""1619057110103827006"""
0_11_trans_TransData_3214,kernel AI core task,519,247,"""1.71""","""1619057110103827106""","""1619057110103828816"""
0_11_Adam/update_discriminator/self_attention/f_conv/kernel/ApplyAdam,kernel AI core task,519,248,"""3.73""","""1619057110103828926""","""1619057110103832656"""
0_11_trans_Cast_3037,kernel AI core task,519,249,"""1.57""","""1619057110103832756""","""1619057110103834326"""
0_11_gradients/discriminator/resblock_down_1/res1/conv_0/truediv_grad/Sum_1,kernel AI core task,519,250,"""2.43""","""1619057110103834426""","""1619057110103836856"""
0_11_trans_Cast_3119,kernel AI core task,519,251,"""1.31""","""1619057110103836956""","""1619057110103838266"""
0_11_gradients/discriminator_1/resblock_down_1/res1/conv_0/truediv_grad/Sum_1,kernel AI core task,519,252,"""2.09""","""1619057110103838376""","""1619057110103840466"""
0_11_Adam/update_discriminator/resblock_down_1/res1/batch_norm/gamma/ApplyAdam,kernel AI core task,519,253,"""2.48""","""1619057110103840566""","""1619057110103843046"""
0_11_Adam/update_discriminator/resblock_down_1/res1/batch_norm/beta/ApplyAdam,kernel AI core task,519,254,"""2.23""","""1619057110103843156""","""1619057110103845386"""
0_11_gradients/AddN_103,kernel AI core task,519,255,"""4.25""","""1619057110103845486""","""1619057110103849736"""
0_11_gradients/AddN_104,kernel AI core task,519,256,"""1.84""","""1619057110103849846""","""1619057110103851686"""
0_11_trans_TransData_3038,kernel AI core task,519,257,"""1.38""","""1619057110103851786""","""1619057110103853166"""
0_11_trans_Cast_2795,kernel AI core task,519,258,"""1.16""","""1619057110103853266""","""1619057110103854426"""
0_11_trans_TransData_3120,kernel AI core task,519,259,"""1.37""","""1619057110103854536""","""1619057110103855906"""
0_11_trans_Cast_2856,kernel AI core task,519,260,"""1.1""","""1619057110103856006""","""1619057110103857106"""
0_11_trans_Cast_3233,kernel AI core task,519,261,"""3.81""","""1619057110103857206""","""1619057110103861016"""
0_11_trans_Cast_3234,kernel AI core task,519,262,"""1.9""","""1619057110103861126""","""1619057110103863026"""
0_11_trans_TransData_2796,kernel AI core task,519,263,"""1.33""","""1619057110103863126""","""1619057110103864456"""
0_11_trans_TransData_2857,kernel AI core task,519,264,"""1.2""","""1619057110103864556""","""1619057110103865756"""
0_11_Adam/update_discriminator/resblock_down_1/res2/conv_0/kernel/ApplyAdam,kernel AI core task,519,265,"""7.49""","""1619057110103865866""","""1619057110103873356"""
0_11_Adam/update_discriminator/resblock_down_1/skip/conv_0/kernel/ApplyAdam,kernel AI core task,519,266,"""4.58""","""1619057110103873456""","""1619057110103878036"""
0_11_gradients/discriminator/resblock_down_1/res1/conv_0/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,519,267,"""1.69""","""1619057110103878136""","""1619057110103879826"""
0_11_gradients/discriminator_1/resblock_down_1/res1/conv_0/MatMul_3_grad/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,519,268,"""1.66""","""1619057110103879926""","""1619057110103881586"""
0_11_gradients/discriminator/resblock_down_1/res1/conv_0/MatMul_2_grad/MatMul_1gradients/AddN_105,kernel AI core task,519,269,"""2.1""","""1619057110103881696""","""1619057110103883796"""
0_11_gradients/discriminator_1/resblock_down_1/res1/conv_0/MatMul_2_grad/MatMul_1gradients/AddN_106,kernel AI core task,519,270,"""1.9""","""1619057110103883906""","""1619057110103885806"""
0_11_trans_TransData_3187,kernel AI core task,519,271,"""1.8""","""1619057110103885906""","""1619057110103887706"""
0_11_trans_TransData_3212,kernel AI core task,519,272,"""1.89""","""1619057110103887806""","""1619057110103889696"""
0_11_gradients/AddN_107,kernel AI core task,519,273,"""1.56""","""1619057110103889796""","""1619057110103891356"""
0_11_trans_Cast_3232,kernel AI core task,519,274,"""1.67""","""1619057110103891456""","""1619057110103893126"""
0_11_Adam/update_discriminator/resblock_down_1/res1/conv_0/kernel/ApplyAdam,kernel AI core task,519,275,"""4.49""","""1619057110103893226""","""1619057110103897716"""
0_11_Adam/mul_1,kernel AI core task,519,276,"""1.38""","""1619057110103897816""","""1619057110103899196"""
0_11_Adam/Assign,kernel AI core task,519,277,"""1.47""","""1619057110103899296""","""1619057110103900766"""
0_11_Adam/Assign_1,kernel AI core task,519,278,"""1.0""","""1619057110103900866""","""1619057110103901866"""
,event record task,441,2,"""0.01""","""1619057110103939396""","""1619057110103939406"""
,event record task,479,35,"""0.01""","""1619057164746688926""","""1619057164746688936"""
0_21_trans_TransData_3370,kernel AI core task,367,4,"""182.71""","""1619057164792044326""","""1619057164792227036"""
0_21_trans_Cast_3463,kernel AI core task,367,5,"""60.7""","""1619057164792227146""","""1619057164792287846"""
0_21_atomic_addr_clean0_21,kernel AI core task,367,6,"""323.22""","""1619057164792287946""","""1619057164792611166"""
0_21_discriminator/resblock_down_1/res1/batch_norm/FusedBatchNormV3_Reduce,kernel AI core task,367,7,"""74.83""","""1619057164792611266""","""1619057164792686096"""
,event record task,145,3,"""0.01""","""1619057164792870046""","""1619057164792870056"""
,event reset task,367,9,"""0.05""","""1619057164792893276""","""1619057164792893326"""
0_21_generator/split,kernel AI core task,367,10,"""11.51""","""1619057164792893426""","""1619057164792904936"""
0_21_trans_Cast_4029,kernel AI core task,367,11,"""1.65""","""1619057164792905036""","""1619057164792906686"""
0_21_trans_Cast_4049,kernel AI core task,367,12,"""1.31""","""1619057164792906786""","""1619057164792908096"""
0_21_trans_Cast_4094,kernel AI core task,367,13,"""1.13""","""1619057164792908196""","""1619057164792909326"""
0_21_trans_Cast_4130,kernel AI core task,367,14,"""1.1""","""1619057164792909436""","""1619057164792910536"""
0_21_trans_Cast_4166,kernel AI core task,367,15,"""1.54""","""1619057164792910636""","""1619057164792912176"""
0_21_trans_Cast_4210,kernel AI core task,367,16,"""1.42""","""1619057164792912286""","""1619057164792913706"""
0_21_trans_TransData_4030,kernel AI core task,367,17,"""3.33""","""1619057164792913816""","""1619057164792917146"""
0_21_trans_TransData_4050,kernel AI core task,367,18,"""3.11""","""1619057164792917246""","""1619057164792920356"""
0_21_trans_TransData_4095,kernel AI core task,367,19,"""3.18""","""1619057164792920456""","""1619057164792923636"""
0_21_trans_TransData_4131,kernel AI core task,367,20,"""3.39""","""1619057164792923746""","""1619057164792927136"""
0_21_trans_TransData_4167,kernel AI core task,367,21,"""3.46""","""1619057164792927236""","""1619057164792930696"""
0_21_trans_TransData_4211,kernel AI core task,367,22,"""3.28""","""1619057164792930796""","""1619057164792934076"""
0_21_discriminator/resblock_down_1/res1/batch_norm/FusedBatchNormV3_Update,kernel AI core task,367,23,"""126.19""","""1619057164792934176""","""1619057164793060366"""
0_21_discriminator/resblock_down_1/res1/Relu,kernel AI core task,367,24,"""109.22""","""1619057164793060466""","""1619057164793169686"""
0_21_trans_Cast_4275,kernel AI core task,367,25,"""61.53""","""1619057164793169796""","""1619057164793231326"""
0_21_trans_Cast_3389,kernel AI core task,367,26,"""2.08""","""1619057164793231436""","""1619057164793233516"""
0_21_trans_TransData_3390,kernel AI core task,367,27,"""1.55""","""1619057164793233626""","""1619057164793235176"""
0_21_trans_TransData_3388,kernel AI core task,367,28,"""1.51""","""1619057164793235276""","""1619057164793236786"""
0_21_discriminator/resblock_down_1/res1/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,367,29,"""1.59""","""1619057164793236886""","""1619057164793238476"""
0_21_trans_TransData_3391,kernel AI core task,367,30,"""1.6""","""1619057164793238576""","""1619057164793240176"""
0_21_discriminator/resblock_down_1/res1/conv_0/l2_normalize,kernel AI core task,367,31,"""2.17""","""1619057164793240286""","""1619057164793242456"""
0_21_trans_TransData_3392,kernel AI core task,367,32,"""1.5""","""1619057164793242556""","""1619057164793244056"""
0_21_discriminator/resblock_down_1/res1/conv_0/MatMul_1,kernel AI core task,367,33,"""2.14""","""1619057164793244156""","""1619057164793246296"""
0_21_trans_TransData_3395,kernel AI core task,367,34,"""1.48""","""1619057164793246396""","""1619057164793247876"""
0_21_discriminator/resblock_down_1/res1/conv_0/l2_normalize_1,kernel AI core task,367,35,"""1.66""","""1619057164793247976""","""1619057164793249636"""
0_21_discriminator/resblock_down_1/res1/conv_0/Assign,kernel AI core task,367,36,"""1.43""","""1619057164793249736""","""1619057164793251166"""
0_21_discriminator_1/resblock_down_1/res1/conv_0/Assign,kernel AI core task,367,37,"""1.16""","""1619057164793251266""","""1619057164793252426"""
0_21_trans_TransData_3398,kernel AI core task,367,38,"""1.34""","""1619057164793252526""","""1619057164793253866"""
0_21_discriminator/resblock_down_1/res1/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,367,39,"""1.39""","""1619057164793253976""","""1619057164793255366"""
0_21_trans_TransData_3403,kernel AI core task,367,40,"""1.3""","""1619057164793255476""","""1619057164793256776"""
0_21_trans_Cast_3404,kernel AI core task,367,41,"""1.2""","""1619057164793256886""","""1619057164793258086"""
0_21_discriminator/resblock_down_1/res1/conv_0/truediv,kernel AI core task,367,42,"""2.06""","""1619057164793258186""","""1619057164793260246"""
0_21_discriminator_1/resblock_down_1/res1/conv_0/truediv,kernel AI core task,367,43,"""1.75""","""1619057164793260346""","""1619057164793262096"""
0_21_trans_Cast_4276,kernel AI core task,367,44,"""1.52""","""1619057164793262196""","""1619057164793263716"""
0_21_trans_Cast_5227,kernel AI core task,367,45,"""1.25""","""1619057164793263816""","""1619057164793265066"""
0_21_trans_TransData_4277,kernel AI core task,367,46,"""12.95""","""1619057164793265176""","""1619057164793278126"""
0_21_trans_TransData_5228,kernel AI core task,367,47,"""12.72""","""1619057164793278236""","""1619057164793290956"""
0_21_discriminator/resblock_down_1/res1/conv_0/Conv2D,kernel AI core task,367,48,"""54.52""","""1619057164793291056""","""1619057164793345576"""
0_21_discriminator/resblock_down_1/res2/batch_norm/FusedBatchNormV3_Reduce,kernel AI core task,367,49,"""64.45""","""1619057164793345676""","""1619057164793410126"""
0_21_discriminator/resblock_down_1/res2/batch_norm/FusedBatchNormV3_Update,kernel AI core task,367,50,"""106.55""","""1619057164793410226""","""1619057164793516776"""
0_21_discriminator/resblock_down_1/res2/Relu,kernel AI core task,367,51,"""48.94""","""1619057164793516886""","""1619057164793565826"""
0_21_trans_Cast_3425,kernel AI core task,367,52,"""5.82""","""1619057164793565926""","""1619057164793571746"""
0_21_trans_TransData_3426,kernel AI core task,367,53,"""5.22""","""1619057164793571856""","""1619057164793577076"""
0_21_trans_TransData_3424,kernel AI core task,367,54,"""1.29""","""1619057164793577176""","""1619057164793578466"""
0_21_discriminator/resblock_down_1/res2/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,kernel AI core task,367,55,"""4.18""","""1619057164793578566""","""1619057164793582746"""
0_21_trans_TransData_3427,kernel AI core task,367,56,"""2.07""","""1619057164793582856""","""1619057164793584926"""
0_21_discriminator/resblock_down_1/res2/conv_0/l2_normalize,kernel AI core task,367,57,"""1.98""","""1619057164793585026""","""1619057164793587006"""
0_21_trans_TransData_3428,kernel AI core task,367,58,"""1.93""","""1619057164793587106""","""1619057164793589036"""
0_21_discriminator/resblock_down_1/res2/conv_0/MatMul_1,kernel AI core task,367,59,"""2.15""","""1619057164793589146""","""1619057164793591296"""
0_21_trans_TransData_3431,kernel AI core task,367,60,"""1.59""","""1619057164793591396""","""1619057164793592986"""
0_21_discriminator/resblock_down_1/res2/conv_0/l2_normalize_1,kernel AI core task,367,61,"""1.61""","""1619057164793593086""","""1619057164793594696"""
0_21_discriminator/resblock_down_1/res2/conv_0/Assign,kernel AI core task,367,62,"""1.31""","""1619057164793594796""","""1619057164793596106"""
0_21_discriminator_1/resblock_down_1/res2/conv_0/Assign,kernel AI core task,367,63,"""1.16""","""1619057164793596206""","""1619057164793597366"""
0_21_trans_TransData_3434,kernel AI core task,367,64,"""1.19""","""1619057164793597466""","""1619057164793598656"""
0_21_discriminator/resblock_down_1/res2/conv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul_3,kernel AI core task,367,65,"""1.35""","""1619057164793598766""","""1619057164793600116"""
